playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2532961","null","Danny Trevathan","LB","CHI","LB","CHI","null","7.0851","null","null","null","20","null","null","0.0664","null","null","null","7.2728","6.7","null","null",
"2543463","null","Khalil Mack","DL","OAK","DL","OAK","null","7.0773","null","null","null","1","null","null","0.5846","null","null","null","7.3888","6.65","null","null",
"494259","null","Barry Church","DB","DAL","DB","DAL","null","7.0699","null","null","null","5","null","null","0.3528","null","null","null","7.2666","6.8","null","null",
"100017","null","Rams","DST","LA","DST","LA","null","7.0562","null","null","null","17","null","null","0.1534","null","null","null","6.3766","5.15","4.2254","null",
"2552310","null","Denzel Perryman","LB","SD","LB","SD","null","7.0251","null","null","null","21","null","null","0.029","null","null","null","7.1591","6.75","null","null",
"2499278","null","Malcolm Smith","LB","OAK","LB","OAK","null","7.0124","null","null","null","22","null","null","0.0737","null","null","null","7.0944","6.9","null","null",
"100028","null","Chargers","DST","SD","DST","SD","null","6.9946","null","null","null","18","null","null","0.2034","null","null","null","7.7733","4.85","7.8567","null",
"2506352","null","Thomas Davis","LB","CAR","LB","CAR","null","6.9797","null","null","null","23","null","null","0.0958","null","null","null","7.4387","6.35","null","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","6.9376","null","null","null","7","null","null","0.4073","null","null","null","7.2579","4.1","8.9953","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","6.9188","null","null","null","24","null","null","0.4333","null","null","null","8.6217","2","6.9583","null",
"2532898","null","Brandon Marshall","LB","DEN","LB","DEN","null","6.8978","null","null","null","24","null","null","0.0339","null","null","null","7.2865","6.1","null","null",
"2495488","null","J.J. Watt","DL","HOU","DL","HOU","null","6.8851","null","null","null","2","null","null","0.9678","null","null","null","7.0728","6.5","null","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","null","6.8822","null","null","null","38","null","null","0.1823","null","null","null","7.5848","5.44","3.6562","null",
"2540013","null","Will Compton","LB","WAS","LB","WAS","null","6.8701","null","null","null","25","null","null","0.0525","null","null","null","6.9773","6.65","null","null",
"2495281","null","Mason Foster","LB","WAS","LB","WAS","null","6.8576","null","null","null","26","null","null","0.0801","null","null","null","7.0319","6.5","null","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","6.8462","null","null","null","43","null","null","0.1989","null","null","null","8.0191","1.9","6.2822","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.811","null","null","null","19","null","null","0.1083","null","null","null","7.1216","4.15","3.5697","null",
"2514414","null","Jerrell Freeman","LB","CHI","LB","CHI","null","6.7775","null","null","null","27","null","null","0.0974","null","null","null","6.7909","6.75","null","null",
"2495762","null","Lawrence Timmons","LB","PIT","LB","PIT","null","6.7775","null","null","null","27","null","null","0.015","null","null","null","6.7909","6.75","null","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.7713","null","null","null","20","null","null","0.161","null","null","null","6.9072","4.15","3.3539","null",
"2533008","null","Demario Davis","LB","CLE","LB","CLE","null","6.7476","null","null","null","29","null","null","0.1888","null","null","null","6.8682","6.5","null","null",
"2539223","null","Johnathan Cyprien","DB","JAC","DB","JAC","null","6.7197","null","null","null","6","null","null","0.0349","null","null","null","7.2443","6","null","null",
"2543770","null","Charles Sims","RB","TB","RB","TB","null","6.7169","null","null","null","39","null","null","0.1225","null","null","null","7.2664","5.8","4.6635","null",
"79848","null","Malcolm Jenkins","DB","PHI","DB","PHI","null","6.7144","null","null","null","7","null","null","0.1059","null","null","null","7.5997","5.5","null","null",
"2543773","null","James White","RB","NE","RB","NE","null","6.6828","null","null","null","40","null","null","0.3386","null","null","null","7.8725","3.7","3.7047","null",
"2532838","null","Coby Fleener","TE","NO","TE","NO","null","6.6785","null","null","null","8","null","null","0.3526","null","null","null","7.1581","3.4","3.3761","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","6.6755","null","null","null","44","null","null","0.1475","null","null","null","9.7159","3.7037","6.1364","null",
"2495775","null","Eric Weddle","DB","BAL","DB","BAL","null","6.655","null","null","null","8","null","null","0.0967","null","null","null","6.6818","6.6","null","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.6342","null","null","null","21","null","null","0.0859","null","null","null","7.085","4.15","5.0502","null",
"2539291","null","Markus Wheaton","WR","PIT","WR","PIT","null","6.6191","null","null","null","45","null","null","0.1933","null","null","null","8.4315","5.0316","4.9746","null",
"2543597","null","Avery Williamson","LB","TEN","LB","TEN","null","6.6127","null","null","null","30","null","null","0.1115","null","null","null","6.8137","6.2","null","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.5864","null","null","null","22","null","null","0.1898","null","null","null","6.9279","5.25","3.8986","null",
"2505708","null","Mike Adams","DB","IND","DB","IND","null","6.562","null","null","null","9","null","null","0.0098","null","null","null","7.2998","5.55","null","null",
"2543571","null","Bashaud Breeland","DB","WAS","DB","WAS","null","6.5546","null","null","null","10","null","null","0.0373","null","null","null","7.1776","5.7","null","null",
"2540164","null","Tony Jefferson","DB","ARI","DB","ARI","null","6.5498","null","null","null","11","null","null","0.0913","null","null","null","6.8777","6.1","null","null",
"2532888","null","Case Keenum","QB","LA","QB","LA","null","6.5132","null","null","null","33","null","null","1.2846","null","null","null","8.418","4.178","4.8003","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","6.51","null","null","null","23","null","null","0.2571","null","null","null","9.48","4.15","7.2399","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","null","6.506","null","null","null","41","null","null","0.346","null","null","null","9.8154","3.35","3.4265","null",
"2552306","null","Ben Heeney","LB","OAK","LB","OAK","null","6.505","null","null","null","31","null","null","0.0087","null","null","null","6.5318","6.45","null","null",
"2552490","null","Benardrick McKinney","LB","HOU","LB","HOU","null","6.4974","null","null","null","32","null","null","0.0634","null","null","null","6.6777","6.25","null","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","6.4966","null","null","null","25","null","null","0.1777","null","null","null","8.2539","2","7.4654","null",
"2495252","null","K.J. Wright","LB","SEA","LB","SEA","null","6.4952","null","null","null","33","null","null","0.135","null","null","null","6.7364","6","null","null",
"2552689","null","Ronald Darby","DB","BUF","DB","BUF","null","6.4847","null","null","null","12","null","null","0.0549","null","null","null","6.911","5.9","null","null",
"2534797","null","Greg Zuerlein","K","LA","K","LA","null","6.4743","null","null","null","26","null","null","0.3511","null","null","null","7.155","5.0963","4.2311","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","6.437","null","null","null","46","null","null","0.0613","null","null","null","7.6722","3.7","5.4184","null",
"2506108","null","DeAngelo Hall","DB","WAS","DB","WAS","null","6.4323","null","null","null","13","null","null","0.0088","null","null","null","6.711","6.05","null","null",
"2539320","null","Kenny Vaccaro","DB","NO","DB","NO","null","6.4273","null","null","null","14","null","null","0.0239","null","null","null","6.7388","6","null","null",
"2552454","null","Landon Collins","DB","NYG","DB","NYG","null","6.4197","null","null","null","15","null","null","0.0563","null","null","null","6.9443","5.7","null","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","null","6.4145","null","null","null","47","null","null","0.1239","null","null","null","8.7609","4.4962","6.2069","null",
"2532948","null","Harrison Smith","DB","MIN","DB","MIN","null","6.3871","null","null","null","16","null","null","0.0738","null","null","null","6.9609","5.6","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","6.3821","null","null","null","9","null","null","0.3646","null","null","null","7.5605","5.09","7.3752","null",
"2495621","null","David Harris","LB","NYJ","LB","NYJ","null","6.3727","null","null","null","34","null","null","0.0313","null","null","null","6.6273","5.85","null","null",
"2543592","null","Anthony Hitchens","LB","DAL","LB","DAL","null","6.3476","null","null","null","35","null","null","0.0786","null","null","null","6.4682","6.1","null","null",
"2495807","null","Antoine Bethea","DB","SF","DB","SF","null","6.3395","null","null","null","17","null","null","0.0787","null","null","null","7.0609","5.35","null","null",
"2553432","null","Kevin White","WR","CHI","WR","CHI","null","6.3368","null","null","null","48","null","null","0.1011","null","null","null","8.6608","2.45","5.347","null",
"2539277","null","Manti Teo","LB","SD","LB","SD","null","6.3351","null","null","null","36","null","null","0.1587","null","null","null","6.5228","5.95","null","null",
"496727","null","Morgan Burnett","DB","GB","DB","GB","null","6.2871","null","null","null","18","null","null","0.0963","null","null","null","6.8609","5.5","null","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.2832","null","null","null","24","null","null","0.249","null","null","null","7","4.15","3.9177","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","6.2698","null","null","null","10","null","null","0.5222","null","null","null","6.7296","3.5036","3.3517","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","6.2445","null","null","null","49","null","null","0.0179","null","null","null","7.2587","4.44","4.6077","null",
"494261","null","Kurt Coleman","DB","CAR","DB","CAR","null","6.2345","null","null","null","19","null","null","0.1309","null","null","null","6.9887","5.2","null","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","6.2269","null","null","null","50","null","null","0.037","null","null","null","8.6668","4.08","5.5125","null",
"2552409","null","DeVante Parker","WR","MIA","WR","MIA","null","6.2263","null","null","null","51","null","null","0.086","null","null","null","6.4399","5.2","11.4295","null",
"100022","null","Saints","DST","NO","DST","NO","null","6.2227","null","null","null","25","null","null","0.4642","null","null","null","6.445","5.15","0.2679","null",
"2506112","null","Karlos Dansby","LB","CIN","LB","CIN","null","6.2028","null","null","null","37","null","null","0.0879","null","null","null","6.6183","5.35","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","6.1824","null","null","null","42","null","null","0.1649","null","null","null","6.5292","0","3.5042","null",
"2507463","null","Connor Barth","K","CHI","K","CHI","null","6.1634","null","null","null","27","null","null","0.1891","null","null","null","7.7862","2","7.9979","null",
"2539336","null","Tavon Austin","WR","LA","WR","LA","null","6.1537","null","null","null","52","null","null","0.1025","null","null","null","6.661","5.41","5.4012","null",
"79850","null","James Laurinaitis","LB","NO","LB","NO","null","6.15","null","null","null","38","null","null","0.1188","null","null","null","6.15","6.15","null","null",
"2552605","null","Ibraheim Campbell","DB","CLE","DB","CLE","null","6.1472","null","null","null","20","null","null","0.1597","null","null","null","6.6554","5.45","null","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","null","6.1376","null","null","null","43","null","null","0.3317","null","null","null","6.9585","2.7","6.4853","null",
"2532903","null","Rishard Matthews","WR","TEN","WR","TEN","null","6.1268","null","null","null","53","null","null","0.1532","null","null","null","8.1926","3.5284","6.5523","null",
"2495228","null","Jabaal Sheard","DL","NE","DL","NE","null","6.1002","null","null","null","3","null","null","0.5118","null","null","null","6.3683","5.55","null","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","6.083","null","null","null","28","null","null","0.3841","null","null","null","8.1645","2","5.852","null",
"2539935","null","Kiko Alonso","LB","MIA","LB","MIA","null","6.0799","null","null","null","39","null","null","0.0988","null","null","null","6.2111","5.9","null","null",
"2530794","null","Ron Parker","DB","KC","DB","KC","null","6.06","null","null","null","21","null","null","0.1477","null","null","null","6.1137","5.95","null","null",
"2543459","null","Anthony Barr","LB","MIN","LB","MIN","null","5.9825","null","null","null","40","null","null","0.0427","null","null","null","6.0227","5.9","null","null",
"2495202","null","Von Miller","LB","DEN","LB","DEN","null","5.9797","null","null","null","41","null","null","0.0808","null","null","null","6.4387","5.35","null","null",
"2533040","null","Mohamed Sanu","WR","ATL","WR","ATL","null","5.9755","null","null","null","54","null","null","0.0408","null","null","null","7.0812","3.6858","3.726","null",
"2540169","null","Robert Woods","WR","BUF","WR","BUF","null","5.9717","null","null","null","55","null","null","0.1696","null","null","null","8.0513","4.23","5.4141","null",
"2539243","null","Bradley McDougald","DB","TB","DB","TB","null","5.9149","null","null","null","22","null","null","0.0087","null","null","null","6.1444","5.6","null","null",
